Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Oral Communication,Verbally share one interesting fact learned from a teacher-guided informational text
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Memory Skills,Recall and draw a simple picture representing a single fact from a classroom demonstration
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Information Processing,Repeat a simple fact using exact words heard from a teacher-read source
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Comprehension Strategies,Match a spoken fact to a corresponding simple illustration
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Active Listening,Raise hand to share one specific detail learned from a classroom read-aloud
Language Arts,LA002-03-C,Extract one specific fact from a teacher-selected source,Knowledge Application,Use a single learned fact in a follow-up classroom discussion or activity
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Oral Communication,Verbally describe a personal experience using complete sentences when discussing a class topic
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Story Sequencing,Organize personal experience details in a logical order when sharing with classmates
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Descriptive Language,Use specific descriptive words to elaborate on personal experiences related to classroom learning
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Active Listening,Listen to peers' personal stories and provide a relevant follow-up comment or question
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Memory Recall,Identify and share 2-3 specific details about a personal experience connected to a class topic
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Confidence Building,Voluntarily share a personal story in front of classmates with clear voice and eye contact
Language Arts,LA002-03-D,Share personal experiences related to a class topic using 2-3 details,Contextual Connection,Explain how a personal experience relates directly to the current classroom learning theme
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Visual Comprehension,Identify and point to a picture that correctly represents a simple fact about an animal's habitat
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Information Matching,Connect a spoken fact about a plant's growth to a corresponding picture showing that stage of development
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Descriptive Linking,Select an image that matches a teacher-read descriptive statement about a specific object or living thing
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Thematic Understanding,Arrange 3-4 pictures in sequence that demonstrate a basic life cycle or process when given verbal guidance
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Comparative Skills,Choose the correct picture that illustrates a comparison between two related objects or concepts when prompted
Language Arts,LA002-03-E,"Match pictures to facts about a research topic with guidance,Sensory Learning,Match a picture representing a specific sense (hearing",seeing,touching) to a corresponding fact about that sensory experience
Language Arts,LA002-03-E,Match pictures to facts about a research topic with guidance,Contextual Reasoning,Identify a picture that demonstrates a simple cause-and-effect relationship when verbally described by a teacher
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Listening Skills,Identify and repeat one key piece of information shared by a classmate during a group research activity
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Information Sharing,Select and verbalize one simple fact about a chosen topic from a picture book or visual resource
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Collaborative Learning,Take turns sharing a single learned fact with peers during a guided group research exploration
Language Arts,LA002-03-F,"Contribute one relevant fact to a group research project,Topic Understanding,Draw a simple picture representing one fact learned about an animal",plant,or community helper
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Communication Skills,Raise hand and clearly state one piece of information when asked to contribute to a class research discussion
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Memory Recall,Repeat one fact about a research topic after listening to a teacher-led presentation
Language Arts,LA002-03-F,Contribute one relevant fact to a group research project,Observation Skills,Point to or describe one specific detail observed in a research-related visual aid or demonstration
Language Arts,LA002-03-G,Create simple labels for pictures about a research topic,Vocabulary Development,Identify and write 3-4 simple words that describe key elements in a picture
